block_id,investigation_priority,final_severity,final_alert_type,hybrid_risk_score,rule_risk_score,rule_risk_level,isolation_label,ml_anomaly_risk,event_sequence,component_sequence,level_sequence,warn_count,exception_keyword_count,delete_keyword_count,rare_event_count,rare_transition_count,starts_normal_ends_exception,alert_explanation,recommended_action
blk_-5935642747315643391,P2 - High Priority,High,rule_driven_high_risk,0.5217149665424415,12,Critical,anomaly,0.047855111578708254,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-20269367189114433,P2 - High Priority,High,rule_driven_high_risk,0.5214213472539293,12,Critical,anomaly,0.04754840408504646,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_8596624696139957935,P3 - Review,Medium,ml_detected_anomaly,0.4263690292542081,3,Medium,anomaly,0.04886430614137971,E13 -> E7,dfs.DataNode$DataXceiver -> dfs.FSNamesystem,INFO -> INFO,0,0,0,0.0,1.0,0,Flagged because it rule-based risk score is 3; was flagged as anomalous by Isolation Forest; contains 1 rare event transition(s).,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_6400082566804273401,P3 - Review,Medium,ml_detected_anomaly,0.423208040474267,3,Medium,anomaly,0.04556241493695257,E7 -> E13,dfs.FSNamesystem -> dfs.DataNode$DataXceiver,INFO -> INFO,0,0,0,0.0,1.0,0,Flagged because it rule-based risk score is 3; was flagged as anomalous by Isolation Forest; contains 1 rare event transition(s).,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_707166530951154301,P3 - Review,Medium,ml_detected_anomaly,0.3816804645367522,3,Medium,anomaly,0.020258805158788418,E10 -> E6,dfs.DataNode$PacketResponder -> dfs.FSNamesystem,INFO -> INFO,0,0,0,0.0,1.0,0,Flagged because it rule-based risk score is 3; was flagged as anomalous by Isolation Forest; contains 1 rare event transition(s).,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_-9016567407076718172,P3 - Review,Medium,rare_pattern_watchlist,0.3502640655927487,2,Low,normal,-0.010997931790733828,E4,dfs.FSNamesystem,INFO,0,0,1,1.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_-8570780307468499817,P3 - Review,Medium,rare_pattern_watchlist,0.3338349290739654,2,Low,normal,-0.028159404084449058,E4,dfs.FSNamesystem,INFO,0,0,1,1.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_4029139044660806713,P3 - Review,Medium,rare_pattern_watchlist,0.3338349290739654,2,Low,normal,-0.028159404084449058,E4,dfs.FSNamesystem,INFO,0,0,1,1.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_8048594464172649365,P3 - Review,Medium,rare_pattern_watchlist,0.3236891942260175,2,Low,normal,-0.03875738939508133,E4,dfs.FSNamesystem,INFO,0,0,1,1.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_-5140072410813878235,P3 - Review,Medium,rare_pattern_watchlist,0.3209209000840626,2,Low,normal,-0.041649081430368606,E4,dfs.FSNamesystem,INFO,0,0,1,1.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_-8775602795571523802,P3 - Review,Medium,rare_pattern_watchlist,0.28602400767846536,1,Low,normal,-0.03396046398150354,E9 -> E9,dfs.FSDataset -> dfs.FSDataset,INFO -> INFO,0,0,0,0.0,1.0,0,Flagged because it rule-based risk score is 1; contains 1 rare event transition(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_4292382298896622412,P3 - Review,Medium,rare_pattern_watchlist,0.26126465892786876,1,Low,normal,-0.10883208605555572,E2,dfs.DataNode,INFO,0,0,0,1.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_-7571492020523929240,P3 - Review,Medium,rare_pattern_watchlist,0.22701016797291398,0,Low,normal,-0.12024005894107365,E5,dfs.FSNamesystem,INFO,0,0,0,1.0,0.0,0,Flagged because it contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_1473949624670719319,P3 - Review,Medium,rare_pattern_watchlist,0.2215425374622701,0,Low,normal,-0.11335800348852282,E12,dfs.DataNode$DataXceiver,INFO,0,0,0,1.0,0.0,0,Flagged because it contains 1 rare Event ID pattern(s).,Place on watchlist. Rare event or transition pattern detected but no strong exception signal.
blk_-4980916519894289629,P3 - Review,Medium,ml_detected_anomaly,0.21110318757483065,0,Low,anomaly,0.02202924644706239,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_-2827716238972737794,P3 - Review,Medium,ml_detected_anomaly,0.2063533081625851,0,Low,anomaly,0.017067639132000822,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_-1547954353065580372,P3 - Review,Medium,ml_detected_anomaly,0.20096374963383318,0,Low,anomaly,0.01143783873069637,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_6996194389878584395,P3 - Review,Medium,ml_detected_anomaly,0.20025346413608613,0,Low,anomaly,0.01069589195362275,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,Review as ML-detected anomaly. Validate whether unusual feature patterns represent operational noise or suspicious behavior.
blk_-8347949825960763812,P4 - Monitor,Low,ml_detected_anomaly,0.19742143712270946,0,Low,anomaly,0.007737626126958608,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_9188832735514090334,P4 - Monitor,Low,ml_detected_anomaly,0.1918733025025475,0,Low,anomaly,0.001942181037263624,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-4117999745005013424,P4 - Monitor,Low,ml_detected_anomaly,0.19184788661565627,0,Low,anomaly,0.0019156322263625958,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-1383276859207001328,P4 - Monitor,Low,ml_detected_anomaly,0.19184788661565627,0,Low,anomaly,0.0019156322263625958,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_3141363517520802396,P4 - Monitor,Low,ml_detected_anomaly,0.19184788661565627,0,Low,anomaly,0.0019156322263625958,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,Flagged because it was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-7724713468912166542,P4 - Monitor,Low,ml_detected_anomaly,0.19082569525383558,1,Low,anomaly,0.0016612654744009303,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-3358448553918665902,P4 - Monitor,Low,ml_detected_anomaly,0.19070263313215502,1,Low,anomaly,0.001532717806103645,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-5341992729755584578,P4 - Monitor,Low,ml_detected_anomaly,0.19057959876139413,1,Low,anomaly,0.001404199125735195,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_3166960787499091856,P4 - Monitor,Low,ml_detected_anomaly,0.1904565921352952,1,Low,anomaly,0.0012757094267588087,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-2794533871450434534,P4 - Monitor,Low,ml_detected_anomaly,0.1904565921352952,1,Low,anomaly,0.0012757094267588087,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_-6520030462660619051,P4 - Monitor,Low,ml_detected_anomaly,0.19026776495083508,1,Low,anomaly,0.0010784651899294895,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_5739119717322549945,P4 - Monitor,Low,ml_detected_anomaly,0.18930325673834103,1,Low,anomaly,7.096361205571888e-05,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity; was flagged as anomalous by Isolation Forest.,No immediate action required. Keep as low-priority monitoring record.
blk_8787656642683881295,P4 - Monitor,Low,normal_or_low_priority,0.18919874079343169,1,Low,normal,-3.8211175722224766e-05,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_1649162819905816843,P4 - Monitor,Low,normal_or_low_priority,0.18696429284078,0,Low,normal,-0.0031856498261347843,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_774612454978154966,P4 - Monitor,Low,normal_or_low_priority,0.1868138089608666,0,Low,normal,-0.003342841589246137,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_-4984504651603069357,P4 - Monitor,Low,normal_or_low_priority,0.18677645311099839,0,Low,normal,-0.0033818625920717382,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_6296828743242110158,P4 - Monitor,Low,normal_or_low_priority,0.18568199321698786,1,Low,normal,-0.003711719276901504,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-7803343374223161433,P4 - Monitor,Low,normal_or_low_priority,0.18464396780081588,0,Low,normal,-0.005609404345444546,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_-8507209254958698084,P4 - Monitor,Low,normal_or_low_priority,0.1834453830144271,0,Low,normal,-0.00686141656043604,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_-8050165297538775793,P4 - Monitor,Low,normal_or_low_priority,0.18325810864091555,0,Low,normal,-0.0070570387691057945,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_1150231966878829887,P4 - Monitor,Low,normal_or_low_priority,0.18310349724791503,0,Low,normal,-0.007218542030962394,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_1584196996810164915,P4 - Monitor,Low,normal_or_low_priority,0.18310349724791503,0,Low,normal,-0.007218542030962394,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_2904134648927436267,P4 - Monitor,Low,normal_or_low_priority,0.18267046476319204,0,Low,normal,-0.0076708771235800555,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_2866275036574950116,P4 - Monitor,Low,normal_or_low_priority,0.18237390646945495,1,Low,normal,-0.007167265403630996,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-664656559337730574,P4 - Monitor,Low,normal_or_low_priority,0.18108036879633255,1,Low,normal,-0.00851846307082349,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_3894335463008345041,P4 - Monitor,Low,normal_or_low_priority,0.18029450091480523,0,Low,normal,-0.010152750574953573,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_-6160667975382232149,P4 - Monitor,Low,normal_or_low_priority,0.17856885202352255,0,Low,normal,-0.011955321002350638,E14,dfs.DataBlockScanner,INFO,0,0,0,0.0,0.0,0,No major suspicious indicators were detected. Session appears normal or low priority.,No immediate action required. Keep as low-priority monitoring record.
blk_-309134958179110212,P4 - Monitor,Low,normal_or_low_priority,0.1781693484352877,1,Low,normal,-0.011559243407355257,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-3134225108208373949,P4 - Monitor,Low,normal_or_low_priority,0.1781693484352877,1,Low,normal,-0.011559243407355257,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-8674089929114017279,P4 - Monitor,Low,normal_or_low_priority,0.17800983579383994,1,Low,normal,-0.011725866392901296,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_342378162324355732,P4 - Monitor,Low,normal_or_low_priority,0.1778896636912981,1,Low,normal,-0.01185139521822276,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_3905759687686730625,P4 - Monitor,Low,normal_or_low_priority,0.1778896636912981,1,Low,normal,-0.01185139521822276,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-657087263710195616,P4 - Monitor,Low,normal_or_low_priority,0.17718700095105822,1,Low,normal,-0.012585379450118728,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_8711213005689112399,P4 - Monitor,Low,normal_or_low_priority,0.17716211443330843,1,Low,normal,-0.012611375295022764,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-2656323385657954732,P4 - Monitor,Low,normal_or_low_priority,0.17716211443330843,1,Low,normal,-0.012611375295022764,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-1125621902344947014,P4 - Monitor,Low,normal_or_low_priority,0.1770670144005233,1,Low,normal,-0.012710714452373373,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_1200136320542454615,P4 - Monitor,Low,normal_or_low_priority,0.1770670144005233,1,Low,normal,-0.012710714452373373,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-8915491531889006304,P4 - Monitor,Low,normal_or_low_priority,0.17668235299135276,1,Low,normal,-0.013112522308093233,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-3696162841836791939,P4 - Monitor,Low,normal_or_low_priority,0.17668235299135276,1,Low,normal,-0.013112522308093233,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-7990763409688650846,P4 - Monitor,Low,normal_or_low_priority,0.17653775745364408,1,Low,normal,-0.013263563253631983,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-5236655516146555545,P4 - Monitor,Low,normal_or_low_priority,0.17653775745364408,1,Low,normal,-0.013263563253631983,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_4516306414837452219,P4 - Monitor,Low,normal_or_low_priority,0.16674966198248026,2,Low,normal,-0.029154807907395996,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-5293091556505218722,P4 - Monitor,Low,normal_or_low_priority,0.16598933787915243,2,Low,normal,-0.02994902378225872,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-793506372912437289,P4 - Monitor,Low,normal_or_low_priority,0.1656579360698303,2,Low,normal,-0.03029519796872715,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-2557432794238860908,P4 - Monitor,Low,normal_or_low_priority,0.16545323907736587,1,Low,normal,-0.024842178769194256,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-7846283874350947646,P4 - Monitor,Low,normal_or_low_priority,0.16521065866259926,2,Low,normal,-0.03076241295735571,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_3492869167398569662,P4 - Monitor,Low,normal_or_low_priority,0.1646283091450858,2,Low,normal,-0.031370720953253106,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_2713941272199175167,P4 - Monitor,Low,normal_or_low_priority,0.16459269303850263,2,Low,normal,-0.031407924662993914,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-7873581794069372986,P4 - Monitor,Low,normal_or_low_priority,0.16428059407626822,2,Low,normal,-0.03173393556972415,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-3894803026385053344,P4 - Monitor,Low,normal_or_low_priority,0.1641647413233393,2,Low,normal,-0.031854952508579504,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_2060553104861908174,P4 - Monitor,Low,normal_or_low_priority,0.1639595905173845,2,Low,normal,-0.03206924799930122,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-6783506473540833076,P4 - Monitor,Low,normal_or_low_priority,0.16372805589513673,2,Low,normal,-0.03231110337619203,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_8591104451552720112,P4 - Monitor,Low,normal_or_low_priority,0.1637246455042542,1,Low,normal,-0.026647825138870096,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_798664047382151445,P4 - Monitor,Low,normal_or_low_priority,0.1637246455042542,1,Low,normal,-0.026647825138870096,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-8312238797251504127,P4 - Monitor,Low,normal_or_low_priority,0.16361660479638468,2,Low,normal,-0.032427522455256264,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-1755309160709170318,P4 - Monitor,Low,normal_or_low_priority,0.16347690911981722,2,Low,normal,-0.03257344512625138,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-6261136177206340449,P4 - Monitor,Low,normal_or_low_priority,0.16337839513926614,2,Low,normal,-0.032676350409547195,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_4738781172941319823,P4 - Monitor,Low,normal_or_low_priority,0.16323193656289853,2,Low,normal,-0.03282933743948857,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_668295516093167045,P4 - Monitor,Low,normal_or_low_priority,0.1631401554506735,1,Low,normal,-0.027258369086143874,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_6552418180158772377,P4 - Monitor,Low,normal_or_low_priority,0.1630233365107434,1,Low,normal,-0.027380395280198533,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-1442905060580014339,P4 - Monitor,Low,normal_or_low_priority,0.16290654391387463,1,Low,normal,-0.027502393956938653,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-1030832046197982436,P4 - Monitor,Low,normal_or_low_priority,0.1629023075522053,2,Low,normal,-0.033173659804072275,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-8769398708439834546,P4 - Monitor,Low,normal_or_low_priority,0.1628851659411248,2,Low,normal,-0.033191565509785526,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-8863130543753323383,P4 - Monitor,Low,normal_or_low_priority,0.1628851659411248,2,Low,normal,-0.033191565509785526,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_2869833078504290822,P4 - Monitor,Low,normal_or_low_priority,0.16279358743494393,2,Low,normal,-0.03328722616697988,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-7709713535298137702,P4 - Monitor,Low,normal_or_low_priority,0.16278676560749378,2,Low,normal,-0.03329435208030129,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-6068451475575444798,P4 - Monitor,Low,normal_or_low_priority,0.16267124971787697,2,Low,normal,-0.0334150171400186,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_-3316519570098743145,P4 - Monitor,Low,normal_or_low_priority,0.16265411583690587,2,Low,normal,-0.03343291477104948,E8,dfs.FSNamesystem,INFO,0,0,1,0.0,0.0,0,Flagged because it rule-based risk score is 2; contains delete/remove-related activity.,No immediate action required. Keep as low-priority monitoring record.
blk_5240632065631390212,P4 - Monitor,Low,normal_or_low_priority,0.16249383053384836,1,Low,normal,-0.027933504212092286,E1,dfs.DataNode$DataXceiver,INFO,0,0,0,0.0,0.0,0,Flagged because it rule-based risk score is 1; contains transfer/send/served-related activity.,No immediate action required. Keep as low-priority monitoring record.
