block_id,log_count,first_line_id,last_line_id,line_span,first_event,last_event,unique_event_count,unique_component_count,warn_count,info_count,has_warn,event_sequence,component_sequence,level_sequence
blk_-3183355402229300197,1,1232,1232,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3184700311670257792,1,1616,1616,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3187293586306086277,1,980,980,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3225035678192156905,1,1144,1144,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3228470001178394592,1,1986,1986,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-323838382557775734,1,1572,1572,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3242342105286997235,1,1370,1370,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3249711809227781266,1,149,149,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3253005280055520211,1,1454,1454,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3261177124784025140,1,710,710,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3265479347842446682,1,1959,1959,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3275237990609680332,1,756,756,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3275788837420923000,1,381,381,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3276232266876914214,1,734,734,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3283153974358895314,1,1946,1946,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-328970571549408286,1,1368,1368,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3295982945091621137,1,1214,1214,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3300851862683571086,1,964,964,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3316519570098743145,1,1850,1850,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3329473910909732817,1,518,518,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3339018122410311668,1,642,642,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3358448553918665902,1,75,75,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3362838757940877177,1,365,365,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3363550789841756902,1,1342,1342,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-337665304078248571,1,1064,1064,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-337972286882621518,1,1430,1430,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3384560576963801177,1,301,301,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3396836569886642130,1,873,873,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3402248757106237109,1,744,744,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3417101330634563680,1,1036,1036,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3436382429367583573,1,1535,1535,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3437475890798229344,1,455,455,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3452734573703603740,1,503,503,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3455521536483250153,1,118,118,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3457731723401426942,1,323,323,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3482997549732691785,1,1691,1691,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3486808304671603275,1,712,712,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3491385689517593364,1,1250,1250,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3509323198988774369,1,71,71,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3510473878877779134,1,1900,1900,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-352190670750948803,1,1597,1597,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3522956055443924791,1,1914,1914,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-3564493590065542578,1,866,866,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3572295706132449090,1,802,802,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-3573208405519699182,1,762,762,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3575568207121859434,1,1097,1097,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3575718350717794894,1,1734,1734,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-357695136519539363,1,622,622,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3582070652284403613,1,406,406,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3594701313167635091,1,1736,1736,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3607708283707030582,1,1160,1160,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3607860197409267245,1,1340,1340,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3612946656596896413,1,545,545,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3620767662957963389,1,729,729,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3622135859810774312,1,1445,1445,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3636681193077858741,1,468,468,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3657665801189425193,1,322,322,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3657751236932275338,1,1091,1091,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3663004104512304532,1,525,525,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3671953658029337449,1,1711,1711,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3673133694834392576,1,649,649,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3677956642639780952,1,232,232,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3681974396824196300,1,1148,1148,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3684613761619321001,1,498,498,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3693786175267111588,1,1754,1754,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3696162841836791939,1,1116,1116,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3702595599317472079,1,1963,1963,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3710747952520609225,1,1652,1652,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3724350946705225881,1,1883,1883,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3734839878416656496,1,859,859,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3738901473077208093,1,1694,1694,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3741526967786688540,1,577,577,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3752135158991310104,1,1202,1202,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3754029959138975487,1,817,817,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3787594914477940893,1,218,218,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3792836284792472725,1,377,377,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3802183646922512795,1,241,241,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3805070405372551730,1,207,207,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3816036740130815667,1,1682,1682,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3845286823494684378,1,1798,1798,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3854777877236596649,1,1357,1357,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3860035787700398391,1,451,451,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-3860894070657427592,1,298,298,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3884471885525630813,1,1605,1605,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3888538223380979891,1,1793,1793,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3894803026385053344,1,1844,1844,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-3897674589140998025,1,761,761,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3909548841543565741,1,42,42,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3922743468150895472,1,1387,1387,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3949633496933134307,1,614,614,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3955287039966096707,1,1540,1540,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3967261531426400230,1,1918,1918,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3981735565440284420,1,724,724,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3990317238913332296,1,560,560,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4034227974316905164,1,504,504,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4052810234606327693,1,1252,1252,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4067446915270471579,1,172,172,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4068751061953213467,1,1296,1296,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4071286774767564790,1,1176,1176,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4092973201423074374,1,784,784,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-409558225151784282,1,1917,1917,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4110699195744660699,1,869,869,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4110733372292809607,1,180,180,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4117999745005013424,1,348,348,0,E14,E14,1,1,0,1,0,E14,dfs.DataBlockScanner,INFO
blk_-4139299269696044017,1,602,602,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4149539113118855204,1,818,818,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4165176068096983220,1,1396,1396,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4165562468976768862,1,1213,1213,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4174618838156947380,1,743,743,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4181768899028058192,1,1111,1111,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-41928108292416895,1,1645,1645,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4196449318426994195,1,205,205,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-420564586555502239,1,1294,1294,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-420818767915591010,1,1298,1298,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4208396523159735354,1,765,765,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4223625526513535681,1,446,446,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4229375751333894621,1,56,56,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-424018194735922479,1,816,816,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4265150363959543078,1,1358,1358,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4269939382058952254,1,1138,1138,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4289592006812254261,1,1612,1612,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4295805058711840933,1,458,458,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4298255715894292387,1,457,457,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4301178988618507084,1,1877,1877,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4304240611296196935,1,524,524,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4311652947826112510,1,1394,1394,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4312777901444596370,1,1695,1695,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4325209272072286951,1,1098,1098,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4330512786228504138,1,129,129,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4334868513923498900,1,1417,1417,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4342304152206614489,1,1311,1311,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4347054230277727863,1,1487,1487,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4352313989800650828,1,1729,1729,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4358842839092719327,1,1508,1508,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4365612131648152536,1,1925,1925,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4368236874477798428,1,445,445,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4380385204018751771,1,1735,1735,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4385347171136037814,1,990,990,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4390972361898978900,1,1942,1942,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4405302133414008227,1,1519,1519,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4411589101766563890,2,1431,1439,8,E10,E12,2,2,0,2,0,E10 -> E12,dfs.DataNode$PacketResponder -> dfs.DataNode$DataXceiver,INFO -> INFO
blk_-4424971182856566289,1,1462,1462,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4427507243535536615,1,1625,1625,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4430291708660291878,1,1302,1302,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4433556521525567493,1,620,620,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4434479572312007079,1,641,641,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4438918035940270891,1,1561,1561,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4455205822455130625,1,1236,1236,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4468166796563085237,1,758,758,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4468645577339843974,1,944,944,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4473020641607592551,1,1348,1348,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4473277914543734578,1,1013,1013,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4510259260131940043,1,1484,1484,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4526931594457272384,1,1187,1187,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4551689611865410817,1,864,864,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4566099704755845087,1,216,216,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4578850505370039622,1,1424,1424,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4582442491366282435,1,1731,1731,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4590972095204776122,1,342,342,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-4595094649363595358,1,1814,1814,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4598246018559857954,1,851,851,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4619809198345103330,1,632,632,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4624597753370705281,1,515,515,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4633546693082073737,1,1238,1238,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-463998587096565542,1,759,759,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4651707530079874243,1,1291,1291,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4654885003331291932,1,975,975,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4655280636272058732,1,1919,1919,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4657423175636611807,1,808,808,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4657886075935807358,1,1559,1559,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4673509946769671609,1,754,754,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4681205519208992498,1,1716,1716,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4684475480143348818,1,1622,1622,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-468830939205980722,1,923,923,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4702684774678057084,1,368,368,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4737948505610037427,1,795,795,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-4741127506068309449,1,192,192,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-476906696485288376,1,132,132,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4775386099844009890,1,1783,1783,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4779205255695723216,1,1325,1325,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4794867979917102672,1,22,22,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4799092443170733505,1,186,186,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4801855948459616884,1,1636,1636,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-4831379247767940447,1,846,846,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4841792440390267307,1,91,91,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-4844505495441326897,1,1398,1398,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4846710336436578833,1,1637,1637,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4853183643928986291,1,246,246,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4854562124894030819,1,716,716,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4861262918414696307,1,1897,1897,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4875138366845786590,1,1500,1500,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-488298625688742454,1,257,257,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-490230821467544285,1,828,828,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4917866339076366459,1,942,942,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4935573595350235765,1,479,479,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-4937215748597091532,1,193,193,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-4941547144875557718,1,1887,1887,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-4945182943709543868,1,630,630,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4954795063440871977,1,407,407,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-4956232013010963754,1,507,507,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4967783186426171722,1,1894,1894,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-4970213618915792510,1,1781,1781,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-4980916519894289629,1,29,29,0,E14,E14,1,1,0,1,0,E14,dfs.DataBlockScanner,INFO
blk_-4984504651603069357,1,699,699,0,E14,E14,1,1,0,1,0,E14,dfs.DataBlockScanner,INFO
blk_-5003122231679852524,1,733,733,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-500534246236005335,1,1640,1640,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-5005618994659797504,1,413,413,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-5009020203888190378,1,31,31,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5009274684359267777,1,655,655,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-5012639079435860269,1,573,573,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-5014786445735476734,1,1400,1400,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-5029807829679779067,1,1090,1090,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5045144756510626150,1,1278,1278,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-5057534532247887258,1,1923,1923,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5073870177832699716,1,46,46,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-5078186985701364847,1,730,730,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5086369325828333421,1,792,792,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-5102453487463005287,1,1254,1254,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-5124326558394984439,1,191,191,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-5135777574223073423,1,169,169,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5140072410813878235,1,928,928,0,E4,E4,1,1,0,1,0,E4,dfs.FSNamesystem,INFO
blk_-5144503768267321004,1,1328,1328,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5144548163293169177,1,1839,1839,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-5145508449157510071,1,1523,1523,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5145886774827574591,1,395,395,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-5159573936338473350,1,949,949,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-518701095493827363,1,60,60,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-5195432543794777448,1,108,108,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-5205950257901523262,1,1266,1266,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-5214060566378896158,1,1635,1635,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-5215520749152394224,1,188,188,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-5217146995455608468,1,145,145,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5224756755359850354,1,1989,1989,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-522892190802801712,1,148,148,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-5236578579938215340,1,516,516,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-5236655516146555545,1,1109,1109,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-524128780228307052,1,1349,1349,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-5255262711039499896,1,544,544,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-5263787695149681326,1,1807,1807,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-5293091556505218722,1,1862,1862,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
